cellName,fusionPresent_bool
O14_B002573,0
I22_B003132,0
A6_B001008,0
E1_1001000409,0
M19_B003113,0
B7_B001475,0
D3_B003894,0
N18_B003529,0
N4_B001474,0
M13_B003522,0
O22_B000274,0
D16_B003115,0
D18_B001008,0
D13_B003527,0
O21_B003920,0
C8_B000420,0
A10_B003125,0
I12_B003777,0
O16_B003518,0
H11_B003117,0
M22_B000883,0
C9_B003115,0
B4_1001000315,0
O7_B003776,0
P7_B000420,0
P1_B003776,0
D18_B003656,0
K16_B001475,0
I1_B000430,0
M4_1001000412,0
D6_1001000412,0
H14_1001000408,0
H6_B000860,0
I8_B003119,0
L2_B003894,0
F8_B000863,0
M17_B002074,0
M7_B002573,0
E22_B000861,0
K15_1001000407,0
A22_B003093,0
O16_B003528,0
G6_B003115,0
G20_B002572,0
L6_B000861,0
H18_B003588,0
A11_B003125,0
H7_B001556,0
C3_B002097,0
C21_B003129,0
B18_B003659,0
L4_B003920,0
N14_1001000407,0
E6_B003129,0
J19_B003642,0
A4_10001000325,0
L22_1001000378,0
F2_B001464,0
D10_B003528,0
H19_1001000340,0
F16_B003187,0
B15_B003117,0
K11_B003522,0
G2_B002078,0
H13_B003121,0
L2_B000420,0
N12_B003126,0
K7_B003132,0
K15_B002571,0
L20_B002073,0
H17_B001543,0
D11_B003518,0
P19_B001608,0
C1_B001470,0
J20_1001000408,0
E20_B003125,0
J15_B000862,0
E2_B002097,0
N13_B003659,0
C18_B003097,0
E7_B003656,0
M21_B003577,0
N3_B001617,0
C10_B003920,0
L20_B001475,0
I22_B002572,0
O10_B000861,0
F4_1001000299,0
C17_B003920,0
E22_B003648,0
J15_B003656,0
O18_B003191,0
L15_B003643,0
A15_B001556,0
L20_1001000412,0
E3_1001000294,0
G8_B002573,0
H22_B001464,0
O15_B001608,0
C2_B003648,0
O20_B003187,0
O16_B000420,0
G8_B002074,0
O1_B001800,0
M2_B000861,0
C4_1001000410,0
L16_B000420,0
L5_B001016,0
I15_B002572,0
B8_B003643,0
F5_B001800,0
F6_1001000409,0
C14_B003523,0
A18_B003643,0
I21_B003113,0
J8_B003191,0
B21_B000901,0
D4_1001000294,0
G13_B001470,0
L4_B003187,0
K6_B003777,0
H9_B003647,0
F19_B003116,0
G9_1001000295,0
L19_B003187,0
L21_B002074,0
K21_B003528,0
C10_1001000407,0
A15_B003119,0
G3_B000861,0
P13_B003116,0
M7_B003775,0
J21_B003776,0
K12_B001464,0
F19_B003577,0
L22_1001000339,0
F8_1001000407,0
I10_1001000412,0
L4_B003648,0
H19_B003046,0
A1_B003117,0
E19_B003115,0
G13_B003775,0
D2_1001000412,0
I18_1001000407,0
H20_B003523,0
M20_B003129,0
J20_B002573,0
N15_1001000407,0
J20_B001475,0
L13_B002573,0
B7_B003646,0
K13_B003116,0
F10_1001000298,0
H18_B003775,0
G17_1001000408,0
C13_B001016,0
N6_B003070,0
C10_B003523,0
N11_B000863,0
I1_B001474,0
C18_B003656,0
I10_B003529,0
E9_B001621,0
I6_B003656,0
K22_B000276,0
K19_B003048,0
H16_B002572,0
J4_B001617,0
C20_B003646,0
E10_B000863,0
H2_1001000408,0
F8_B002572,0
M1_1001000340,0
D17_B003528,0
J15_1001000408,0
D8_1001000327,0
I18_B003522,0
H4_1001000296,0
G13_B000420,0
A22_B003132,0
L17_B002097,0
A14_B003120,0
I1_B002572,0
G2_B003775,0
M5_B000420,0
N12_B001543,0
F1_1001000329,0
A9_1001000292,0
P21_B003119,0
P1_1001000413,0
F13_B003070,0
L4_B001797,0
M17_B001543,0
E1_B002078,0
H1_B003187,0
M3_B003187,0
H3_B001607,0
D4_B003529,0
C9_B002572,0
H14_B001545,0
P19_B003775,0
O7_B001797,0
H4_B003588,0
H5_B003129,0
I17_B003643,0
O2_B001016,0
P11_B000863,0
B2_B001474,0
L11_B003529,0
H4_B002567,0
E15_B003097,0
G12_B002572,0
A16_1001000000,0
M14_B001543,0
N5_B003523,0
D17_B003070,0
M7_B000863,0
M10_B003647,0
D10_B000860,0
M13_B003093,0
C12_1001000298,0
I21_B002073,0
H6_B003126,0
P14_B003126,0
O10_B001474,0
L8_B003894,0
D1_1001000410,0
F3_B003643,0
O11_B001608,0
I19_B003116,0
F16_B000862,0
B5_B001464,0
O17_B003529,0
M18_B002073,0
L19_B003529,0
E4_B003646,0
L15_B003071,0
I20_B001475,0
A8_1001000292,0
F19_1001000407,0
E2_B003643,0
G6_B003588,0
N4_B002073,0
L8_B003643,0
E3_B003647,0
E13_B003116,0
M20_1001000409,0
K12_B003046,0
K17_B001008,0
I13_B002097,0
N9_B003659,0
A10_B001470,0
H17_1001000410,0
F17_B003577,0
G19_B001470,0
L21_B003112,0
O14_B003093,0
D16_B003113,0
C22_B003643,0
J13_B003070,0
O6_1001000410,0
K8_B003920,0
F21_B002073,0
O5_1001000409,0
M10_B003518,0
G7_B003071,0
I8_B003129,0
L14_B002572,0
F7_B003523,0
E1_B003067,0
C4_B003522,0
F12_B003647,0
I2_B003656,0
E2_1001000293,0
D8_B003121,0
J14_B000862,0
H16_B003776,0
G1_B001800,0
N20_1001000409,0
N9_B002572,0
A11_1001000296,0
M2_B003129,0
I18_B003656,0
B9_B003518,0
H16_B001556,0
H2_B003115,0
E13_B003097,0
F10_B003776,0
C8_B001608,0
J3_1001000376,0
P13_B003187,0
B18_B003648,0
J12_1001000408,0
C15_B003577,0
A4_1001000409,0
I18_1001000378,0
L10_B003528,0
L18_B000861,0
B1_B003080,0
N8_B003126,0
N3_B003070,0
K22_B001475,0
D12_B003775,0
P3_B003116,0
D13_B002078,0
O12_B003346,0
B6_B001474,0
J16_B001016,0
E16_B003527,0
B7_B002074,0
H22_B003588,0
M22_B000863,0
E20_B003191,0
F7_B003187,0
L4_B003894,0
D22_B001464,0
M22_B001545,0
H6_1001000412,0
A13_B003523,0
H19_B000863,0
A10_B003048,0
N14_B003129,0
I13_B003775,0
G1_B002572,0
I18_B001475,0
I20_B003527,0
H2_B000430,0
D16_B003642,0
J10_B003113,0
H4_B003191,0
F3_1001000292,0
E9_B003522,0
O21_B003116,0
K21_B003920,0
D21_B003920,0
H22_B003116,0
E5_B001470,0
H1_B003115,0
N3_B001607,0
G16_B002073,0
G7_B003067,0
F21_B003126,0
O7_B001008,0
O17_B003894,0
K18_B003523,0
L13_B002572,0
O12_B001474,0
C14_B001470,0
C2_B003187,0
P19_B000861,0
J4_B003191,0
H17_B001545,0
E9_B002097,0
F1_B001016,0
B5_1001000327,0
P5_B003523,0
K15_B002573,0
E17_B002573,0
O2_1001000376,0
M7_B002078,0
F21_B003523,0
P12_B000419,0
I13_B003529,0
A20_B003116,0
M12_B003659,0
F8_1001000294,0
J1_B001464,0
A17_1001000378,0
H19_B001474,0
B21_B000279,0
J18_B003777,0
F20_B003654,0
F8_1001000298,0
P8_B001016,0
C10_B003894,0
E17_B003112,0
B18_1001000408,0
G9_B003071,0
K19_B003777,0
C11_1001000407,0
E18_B003577,0
A12_B001474,0
D2_B001008,0
F10_B003518,0
N18_B001464,0
D13_B003116,0
A12_B001543,0
J16_B003656,0
C16_1001000411,0
M9_B003588,0
G8_B001545,0
P21_B003071,0
G14_B003125,0
O12_B003523,0
O4_B003527,0
C18_B002097,0
O9_B003646,0
H20_B000862,0
J9_B003648,0
O15_B002573,0
O13_B003116,0
I14_B003126,0
D14_B003523,0
G13_B003120,0
A12_B003116,0
N12_B001475,0
H7_B003187,0
N3_B001470,0
K14_B003528,0
I5_B003656,0
J22_B003070,0
B11_B003067,0
H21_B003523,0
O17_B001545,0
F4_B003113,0
I9_B003577,0
K12_1001000410,0
A5_B003071,0
D20_B000883,0
H2_B002571,0
O21_B001016,0
L22_B003527,0
D6_B003528,0
C1_B003067,0
G3_B003785,0
F10_B003588,0
D14_B002074,0
K7_B003518,0
E8_B001474,0
L1_B000280,0
L3_B003646,0
E7_B000420,0
H2_B003116,0
H8_B000860,0
M7_B003120,0
P1_B001470,0
A2_B003191,0
H14_B002571,0
F5_1001000297,0
A9_B001608,0
C20_B003529,0
L16_B002073,0
K13_B002078,0
M8_B003646,0
P13_B003126,0
B15_B001464,0
H18_B001016,0
H7_B003116,0
F17_B003518,0
G8_B003643,0
O8_B001008,0
A5_B003116,0
G20_B001016,0
M15_B003187,0
D12_B001608,0
M12_B003658,0
G5_B002078,0
G5_1001000407,0
P4_B003920,0
C10_B002097,0
A1_B001474,0
M4_1001000409,0
A17_B003920,0
I15_B003775,0
G6_B003518,0
C1_B000429,0
N14_1001000408,0
K9_B003125,0
P6_B003528,0
N20_B001474,0
B4_B003518,0
B11_B002572,0
E4_1001000366,0
N14_B003775,0
H4_1001000410,0
O22_B003518,0
E2_B000420,0
E8_1001000412,0
C15_B002078,0
C9_B003119,0
N7_B003191,0
N19_1001000340,0
N2_B001795,0
O19_B003070,0
L6_B003187,0
L6_B000883,0
M8_B002078,0
P19_B002097,0
G10_B003121,0
A4_B003048,0
N3_B003191,0
N10_B003920,0
C4_B003116,0
P6_B003116,0
H4_B003646,0
A22_B003112,0
L4_B002073,0
J8_B001545,0
L5_1001000409,0
E19_B003777,0
D16_B000420,0
C9_1001000412,0
M15_B000577,0
E3_B000577,0
N12_B003647,0
M13_B003117,0
P9_1001000407,0
J9_B001608,0
M11_B003126,0
O6_B000863,0
P3_B001797,0
L16_B003659,0
D13_B003920,0
B21_B003522,0
C3_B000420,0
F21_B000861,0
A8_B003048,0
I12_B003528,0
N3_B003894,0
E7_B001016,0
F11_B003518,0
A6_B003117,0
D22_B003648,0
H13_B003113,0
A7_B003126,0
N12_B001545,0
F2_B002074,0
I15_B001475,0
L13_B003191,0
A5_B003191,0
A20_1001000412,0
I22_B000274,0
A7_B003528,0
I7_B003187,0
G1_B003659,0
J15_B002568,0
L22_B000862,0
J21_B003659,0
P12_B003648,0
I2_B000863,0
P13_B003120,0
J20_B003528,0
L4_B001608,0
D5_B003191,0
G16_B003126,0
J18_B003588,0
F11_B003643,0
H11_B003527,0
F5_B001470,0
D14_B003187,0
I2_B003191,0
N4_1001000408,0
P18_B003187,0
O8_1001000409,0
K3_1001000408,0
J12_B003577,0
P3_B003642,0
F3_B003191,0
B13_B003527,0
A39_1001000000,0
A6_B001608,0
D1_1001000294,0
N13_B003894,0
C9_B003648,0
M19_B003658,0
E6_B001008,0
M13_B003523,0
M7_B003518,0
M19_B002572,0
E15_1001000408,0
E2_B003070,0
P2_B003116,0
G20_B003112,0
K2_B003115,0
N10_B003659,0
N18_B003523,0
F10_1001000315,0
G2_B003113,0
H15_B003577,0
B13_B003522,0
C10_1001000294,0
P15_B003528,0
H20_B003518,0
J14_B003132,0
P13_1001000339,0
B21_B003648,0
A5_B003528,0
I12_B003129,0
N8_1001000412,0
B17_B002097,0
E21_1001000412,0
J7_B000863,0
E6_1001000293,0
C15_B003647,0
L1_1001000408,0
P14_B001556,0
B22_B000278,0
D1_B003588,0
N11_B003527,0
O9_B003776,0
M17_B003647,0
O6_1001000407,0
O12_B002571,0
A1_B002078,0
D9_B003071,0
H7_1001000315,0
G11_1001000412,0
B1_1001000329,0
J3_B001798,0
N17_B002073,0
I10_B003117,0
F9_B002573,0
B4_B001008,0
F14_B003528,0
B22_B003129,0
H6_B003646,0
N9_B003191,0
A3_B001798,0
G15_1001000412,0
B10_1001000340,0
P6_B003894,0
L16_B000863,0
K1_B001470,0
G18_B002073,0
M17_B003775,0
E16_B000420,0
C19_B000862,0
G19_B003654,0
K20_B003648,0
K5_B003776,0
J16_B003529,0
O8_B002074,0
D6_B003115,0
F21_B003112,0
G6_B003659,0
G22_B003046,0
P5_B003920,0
K14_1001000407,0
F7_B003132,0
H4_1001000295,0
G8_B001617,0
A4_B000861,0
J2_B003115,0
B18_B003894,0
F22_B001464,0
N13_1001000412,0
H3_B001608,0
D17_B002073,0
B12_B001470,0
N16_B003126,0
L13_B003067,0
G8_B003776,0
B1_1001000292,0
A6_1001000315,0
F11_B001545,0
L11_B001617,0
E7_1001000329,0
F13_1001000412,0
H18_B003120,0
D17_1001000339,0
J20_B003646,0
J13_B001545,0
M4_B003776,0
M14_B003776,0
B19_B003894,0
L2_B001798,0
C6_1001000298,0
C10_1001000411,0
J2_B001464,0
I12_B002073,0
A13_B003115,0
D6_B003132,0
A21_B001545,0
G17_B001008,0
C15_B001008,0
B11_B003115,0
I20_B001470,0
D20_B001470,0
P11_B000281,0
L18_B001475,0
O19_B001470,0
C3_B001016,0
L6_B001608,0
D17_B002097,0
A2_B000420,0
C3_1001000295,0
H1_B003777,0
N9_B003529,0
K16_B001556,0
N2_1001000409,0
B2_B001799,0
F8_B003529,0
G21_B003518,0
B6_1001000412,0
N22_B003658,0
F8_B003113,0
E7_1001000298,0
B6_B003775,0
P6_1001000412,0
G16_B003120,0
E11_B003121,0
A16_B001008,0
B6_B003132,0
M17_B002573,0
O18_B002571,0
K4_B003119,0
I16_B003527,0
H7_B003577,0
L12_1001000410,0
L3_B002073,0
P9_B003529,0
B17_B003120,0
P14_B003577,0
E20_B003187,0
F4_B001464,0
O9_B003920,0
J19_B003115,0
P16_B003046,0
P12_B003656,0
G19_B001016,0
D14_B003518,0
E4_1001000315,0
K17_B002073,0
E9_1001000329,0
O14_B003577,0
G15_B003129,0
K4_B003067,0
A15_B001545,0
M6_B001543,0
N19_1001000408,0
J17_B003577,0
K19_B003588,0
G16_B000860,0
K6_B003528,0
L18_B001556,0
P3_B000420,0
G21_B000901,0
H14_B003093,0
L14_B003070,0
A68_1001000000,0
F22_B003121,0
N6_B001475,0
J18_B002572,0
P22_1001000409,0
K14_B003522,0
F12_B003577,0
B10_B002573,0
E17_1001000408,0
C11_B003121,0
H21_B000420,0
P14_1001000407,0
A22_B003115,0
K3_B003528,0
C7_1001000293,0
B10_B003187,0
D17_B000860,0
L11_B003643,0
F11_B003126,0
D16_B003523,0
F1_B003518,0
N14_B003529,0
H20_B003071,0
P21_B003132,0
B19_B003648,0
P13_B002571,0
C17_B000863,0
F11_B003071,0
L10_B003191,0
E1_B001800,0
D4_B003777,0
J6_1001000412,0
G17_B003097,0
N18_B002090,0
M3_B001795,0
N14_B003097,0
I22_B003191,0
P10_B003523,0
K12_B003113,0
D3_B002073,0
J17_B003894,0
J22_B001475,0
K21_B000276,0
G21_B003112,0
I13_B003115,0
P17_B003588,0
P20_B000261,0
M6_B003527,0
O20_B003643,0
F16_B003920,0
D8_B000577,0
C17_B003648,0
I2_B003529,0
A14_1001000340,0
P3_B003126,0
F5_B003113,0
G1_B000861,0
H6_1001000297,0
A6_B002571,0
E4_1001000295,0
F11_1001000297,0
L17_B003523,0
F3_B003776,0
I10_B003642,0
H14_B001608,0
G15_B001475,0
B9_B001008,0
N6_B003048,0
L2_B003785,0
L11_1001000409,0
C5_B003654,0
I5_1001000410,0
N16_B003132,0
F3_1001000408,0
L9_B001016,0
H14_B000863,0
F4_B001608,0
G18_B003070,0
I11_1001000408,0
E1_B003070,0
G3_B001795,0
P15_1001000409,0
O6_B003920,0
G14_B000420,0
A16_B002572,0
P5_B001474,0
H9_B003659,0
M9_B001008,0
F16_B003097,0
D15_B003129,0
C6_B003775,0
I10_B002572,0
K21_B003588,0
C21_B001608,0
I20_B003116,0
D6_B003070,0
F4_1001000297,0
P15_1001000410,0
F11_B000860,0
E15_1001000407,0
A19_B003522,0
E2_B003642,0
B8_B003588,0
E8_B003067,0
F11_B000863,0
F18_B003528,0
M15_B001556,0
G20_B003577,0
K20_B003920,0
L16_B003115,0
D1_B003121,0
I4_B002571,0
N3_B003125,0
A22_B003658,0
M2_B002097,0
L14_B000420,0
A19_B003070,0
M1_B000420,0
F7_B000861,0
M20_B003119,0
K18_B002074,0
D12_B001008,0
A21_B003115,0
O3_B003658,0
G11_B003894,0
O14_B003067,0
I7_B003648,0
C1_B000420,0
D20_B003646,0
H4_B003529,0
I10_B003648,0
M18_B003658,0
F8_1001000408,0
I16_B003067,0
C21_B000276,0
F21_B003187,0
I1_B003523,0
P6_B001470,0
I15_B002074,0
F8_B002073,0
C3_B002078,0
J21_B003097,0
J7_B003527,0
D20_1001000339,0
I22_B003656,0
K11_B001545,0
H12_B000573,0
I2_B003126,0
N2_B001016,0
O14_B003775,0
L10_B003117,0
J11_B003528,0
M20_B003920,0
H5_B001464,0
L20_1001000407,0
H22_B003659,0
B1_B003129,0
K10_B001608,0
F2_B003658,0
G1_B001799,0
D4_B003522,0
F12_B003121,0
O17_B003658,0
D4_B000901,0
E2_B003129,0
O12_B003529,0
M13_B003112,0
K5_B001800,0
C18_B003093,0
N3_B003529,0
A14_B003775,0
J19_B003187,0
B14_B001016,0
H8_B003523,0
O12_B003894,0
H1_1001000298,0
K7_B003659,0
C17_B001008,0
M10_B001608,0
G16_B000420,0
O17_B003115,0
H14_B002573,0
L2_B003117,0
M1_B003577,0
I10_B003776,0
F15_B000861,0
D18_B003097,0
N15_B002097,0
L5_B003776,0
A17_B003528,0
N19_1001000378,0
K18_1001000339,0
D6_B003646,0
N17_B003658,0
A7_1001000298,0
F21_B003775,0
P15_B002572,0
J3_B001795,0
I20_B000901,0
D3_B001607,0
G22_B003126,0
M16_B000262,0
L15_B001008,0
K12_1001000408,0
I21_B002097,0
O16_B003775,0
K8_B002572,0
C21_1001000410,0
D17_B002078,0
J8_B003125,0
C17_B003132,0
O3_B003528,0
F16_B001475,0
N18_B003658,0
J5_B003588,0
D8_10001000325,0
F2_B003048,0
P8_B003067,0
K8_B003112,0
M7_B003894,0
H18_B003777,0
P19_B003115,0
F18_B003093,0
O2_B002074,0
F4_1001000315,0
N2_B003187,0
B3_B000860,0
F2_B003126,0
F10_1001000292,0
G13_B003097,0
A7_B001607,0
P20_B000275,0
A19_B003126,0
H2_10001000325,0
J9_B002573,0
B18_1001000409,0
P22_B003658,0
J20_B001470,0
I7_B001608,0
P16_B001474,0
A1_B003120,0
N9_B003125,0
N8_B003112,0
L4_B003191,0
A6_B000894,0
A1_B000429,0
N8_B003522,0
K15_B001545,0
I17_B001016,0
O15_B000863,0
I18_B003126,0
K11_B002573,0
N9_B003132,0
F19_B003187,0
L6_B002097,0
E5_B003117,0
C21_B003643,0
M3_B003125,0
C10_1001000408,0
A18_1001000409,0
D11_B001474,0
D5_B003120,0
F8_B000861,0
H9_B001545,0
C9_1001000408,0
P9_B003187,0
P9_B003777,0
A6_1001000412,0
K21_B001545,0
O13_B003528,0
N22_B003119,0
D18_B003191,0
P6_1001000409,0
H8_B002572,0
C7_1001000295,0
M20_B003577,0
P21_B003656,0
B12_B003067,0
E5_B003920,0
A6_B003522,0
N1_B003894,0
M13_1001000410,0
M10_1001000408,0
F6_B003643,0
L9_B003116,0
O2_B003126,0
F7_B003070,0
K14_B002073,0
G22_B003112,0
P21_1001000412,0
O13_1001000410,0
M14_B003048,0
F20_B003577,0
D6_B003577,0
F8_B003120,0
P22_B003528,0
J9_B003659,0
D16_B003518,0
H4_B003522,0
L12_B001474,0
J19_B003093,0
C6_B003920,0
I13_B003121,0
D6_1001000301,0
D3_B003654,0
L19_B003648,0
F21_B001608,0
J2_B001795,0
E21_B003067,0
M15_B003093,0
O10_1001000409,0
O1_1001000410,0
A16_1001000378,0
N20_B000863,0
L10_B002090,0
E4_1001000296,0
F13_B001016,0
J8_B003577,0
L6_B003518,0
O12_B001475,0
O20_B000276,0
M13_B003067,0
J22_B002568,0
D18_B001474,0
A16_B003643,0
G20_B003523,0
G11_B003119,0
A3_B003117,0
C1_B002568,0
O4_B000863,0
F3_B001798,0
P1_B002568,0
O9_B003048,0
F6_B003894,0
M3_B002572,0
H15_B001008,0
E20_B001545,0
D22_B003642,0
K13_B000420,0
B12_B003659,0
K3_B003588,0
L20_B002078,0
F7_B001556,0
G8_B003775,0
F6_1001000302,0
P1_B003642,0
O2_B000280,0
B18_B003120,0
G20_B001545,0
O14_B003527,0
E14_B003577,0
M19_B001543,0
H7_B003777,0
O12_B003093,0
C19_1001000340,0
M12_B001008,0
O8_B003187,0
B5_B001008,0
E4_B003126,0
I4_B003115,0
K2_B003777,0
O20_B003112,0
B5_B003527,0
J14_B002073,0
A9_B001470,0
E11_1001000295,0
F9_B001475,0
A21_1001000412,0
A12_B000862,0
L1_B003117,0
C18_B003654,0
B1_B000430,0
C13_B003527,0
F14_B001474,0
F4_B003646,0
G3_B003775,0
H15_B003048,0
K18_B000861,0
B13_B003776,0
E5_B000860,0
P9_B001470,0
M14_B002073,0
P22_B001608,0
E12_B003070,0
B20_1001000339,0
A9_B003642,0
I2_1001000376,0
F9_B000279,0
B3_B003132,0
M17_B003071,0
A19_B001556,0
A12_B003126,0
N22_B003648,0
K14_B001016,0
G1_B003588,0
C18_B003046,0
O12_B003046,0
E17_B003577,0
B10_B002073,0
E10_B000420,0
B7_B001608,0
F6_B003775,0
E1_B003654,0
J2_B003067,0
O17_B003528,0
O8_B001608,0
H21_B003654,0
H6_B003528,0
D15_B003115,0
P20_B003647,0
A1_B003132,0
K21_B000274,0
L14_B001556,0
A15_B002078,0
C8_B003527,0
K9_B003920,0
K3_B003117,0
B17_B003046,0
K8_B003071,0
K19_B003097,0
F15_B001008,0
O6_B003187,0
P17_B003777,0
E7_10001000325,0
P4_B003067,0
E14_B003648,0
F9_B003048,0
E15_B002572,0
K7_B003067,0
N3_B001608,0
I20_1001000412,0
M17_B003528,0
H21_B000860,0
F16_B003125,0
I2_B001474,0
B3_B003126,0
A22_B003080,0
J20_B000274,0
H17_B003648,0
J2_1001000376,0
I4_B003129,0
P21_B002571,0
A12_B003121,0
M18_B003523,0
A42_1001000000,0
I14_B003646,0
A3_B000862,0
J14_B002573,0
C19_1001000409,0
A21_B003116,0
M18_B001543,0
G10_1001000407,0
L10_B001016,0
I3_B003067,0
B21_B000420,0
K7_B002073,0
C17_B003522,0
H1_1001000410,0
O2_B003522,0
F5_B003125,0
E22_B003658,0
B22_B000862,0
M9_B001608,0
F21_B003528,0
I15_B003648,0
I9_B002571,0
F20_B003518,0
J10_B003119,0
D3_B003659,0
E5_B003528,0
F5_B002074,0
O12_B003647,0
P20_B003132,0
B22_1001000407,0
M7_B001474,0
L6_B003126,0
H7_B003527,0
H16_B001470,0
O12_B003528,0
D6_1001000409,0
I19_B003093,0
P19_B001470,0
K19_B002573,0
L9_B003659,0
M13_B000861,0
D4_B003776,0
L10_B000274,0
J1_B003116,0
H9_B001016,0
O22_B003920,0
F21_B003527,0
I17_B003775,0
J15_B003894,0
E7_B002573,0
P21_B001008,0
K17_B001617,0
L1_B000429,0
C20_B001545,0
P7_B003115,0
C16_B003648,0
F13_B003588,0
H1_B001556,0
K4_B001556,0
P16_B003643,0
H8_B003646,0
G18_B003116,0
E17_B002571,0
B19_B000863,0
I5_B002572,0
E21_B003120,0
N6_B003129,0
O10_B003588,0
C9_B003522,0
A6_1001000410,0
P18_B002573,0
H12_B001545,0
P15_B003121,0
E22_B003518,0
L8_B002078,0
N22_B003523,0
P21_B003658,0
A10_B001008,0
M18_B003643,0
C4_B001016,0
I11_B003518,0
I7_B003117,0
O7_1001000340,0
H2_B001543,0
G22_B002571,0
H16_B003191,0
G1_B003777,0
D10_B003126,0
E8_B003648,0
K3_B003529,0
G7_1001000315,0
C22_B001008,0
I13_B001545,0
O19_B003067,0
F10_B000420,0
I19_B001016,0
B8_B003120,0
B5_1001000297,0
H9_1001000409,0
M1_B001797,0
P18_B003577,0
I6_B001474,0
L5_1001000412,0
D2_1001000294,0
H9_B000860,0
H17_B002078,0
J11_B003529,0
E14_B003119,0
M14_B000262,0
F1_B001474,0
G15_B003528,0
M1_B002074,0
D1_B002097,0
G14_1001000407,0
P19_B001464,0
D20_B003112,0
E19_B003522,0
K2_B003529,0
G1_B003113,0
P19_B003112,0
D8_B003097,0
F8_1001000302,0
I17_B003577,0
G10_B003070,0
I12_B003120,0
J2_B003126,0
G9_B003527,0
F13_B003126,0
H20_1001000408,0
B8_1001000302,0
A72_1001000000,0
H1_B002572,0
O2_B003523,0
D16_B002572,0
P20_1001000408,0
L14_B001608,0
I19_B003120,0
G3_B002073,0
K10_B003117,0
K7_B003528,0
N11_1001000412,0
C8_1001000410,0
B15_B002073,0
L21_B003643,0
A1_B003775,0
H11_B003775,0
F8_B001545,0
C9_B001621,0
I5_B003067,0
K22_B003132,0
E14_B001556,0
A7_1001000294,0
D17_B003577,0
K10_B003659,0
N22_B001016,0
B5_B003643,0
I8_B003523,0
J7_B003646,0
O9_B001474,0
E6_B002073,0
H6_B000863,0
D17_B000420,0
H20_B003046,0
I18_B003191,0
C4_B000863,0
H1_B003113,0
C5_B003522,0
E12_B003659,0
M14_B003071,0
G11_B003775,0
D19_B002571,0
M5_B001016,0
J3_B003528,0
C3_1001000327,0
K2_B001797,0
L3_B003070,0
G15_1001000339,0
A11_B003642,0
E19_B003048,0
F1_B003577,0
O9_B003115,0
A2_B003785,0
C17_B003777,0
L8_B001016,0
A2_1001000295,0
K4_1001000409,0
J4_B003115,0
B4_B003129,0
A18_B003523,0
L14_1001000407,0
C11_B003529,0
H3_B003646,0
H4_B003643,0
L10_B003588,0
N6_B001543,0
P15_B003777,0
J19_B003588,0
N16_B003067,0
M9_B003894,0
N8_B003067,0
H2_B003518,0
M14_B003528,0
I17_B002571,0
H19_B003115,0
A7_B001474,0
H1_B003116,0
N9_B001608,0
O11_B001008,0
I1_B003132,0
N4_B003642,0
O2_B003115,0
G10_B001470,0
C2_1001000296,0
G6_B002078,0
G3_B002571,0
G16_B003187,0
P17_B003656,0
B13_B001543,0
E12_B003046,0
E14_B003112,0
D8_B003646,0
K3_B003527,0
I12_B001617,0
G18_1001000412,0
K12_B000863,0
B21_B003093,0
K11_B003577,0
K16_B003529,0
D7_B003119,0
F2_10001000325,0
L5_1001000410,0
I17_1001000407,0
K1_B003776,0
H10_B002572,0
H15_B003527,0
N3_1001000409,0
M16_B003191,0
N15_1001000410,0
N11_B003048,0
J5_B002573,0
B4_B003648,0
A17_B003120,0
O6_B001543,0
E3_B003129,0
O4_B002571,0
C16_B002572,0
B12_B003529,0
B10_1001000407,0
D21_B000420,0
I8_B003656,0
G1_B003920,0
C2_B001008,0
L6_B003119,0
M2_B003920,0
A11_1001000408,0
O5_B001798,0
G14_B003529,0
K17_1001000378,0
G2_B000429,0
K18_B001543,0
H15_B003115,0
G7_1001000302,0
J19_B003528,0
E13_B003070,0
G5_B003132,0
I15_B003643,0
L10_1001000410,0
A44_1001000000,0
A9_B003648,0
B2_B000901,0
N18_1001000408,0
B6_B003528,0
L3_B003191,0
F18_B003654,0
O4_B003588,0
J18_B002573,0
J9_B001621,0
L8_B003528,0
F4_B003116,0
C20_B000274,0
P1_B000430,0
E5_B001008,0
E15_B003113,0
E8_B001016,0
N18_B003528,0
B8_B001607,0
C19_B003126,0
O13_B003523,0
C1_B003775,0
J21_B000887,0
L4_B001464,0
H18_B002573,0
G7_B003117,0
A15_B003093,0
J10_B001608,0
B16_1001000407,0
G7_B000863,0
H2_B003522,0
G4_B003529,0
E12_B003527,0
N2_B003522,0
J20_B003070,0
M1_B002078,0
D13_1001000409,0
B19_B002572,0
D22_B003112,0
J2_B000575,0
F14_B003523,0
L16_B001556,0
E20_B000863,0
P1_B003577,0
P13_B001016,0
C22_B003656,0
C1_B003588,0
G6_B003071,0
H4_B001464,0
O17_B000861,0
F2_B000419,0
H17_B003894,0
O3_1001000410,0
F21_1001000339,0
L15_B003093,0
B7_1001000296,0
P5_B003126,0
P5_B001016,0
L18_B003093,0
H18_1001000378,0
J21_B001474,0
I8_B003776,0
H21_B003097,0
L14_B003776,0
M7_B003522,0
D10_B001016,0
K20_B002074,0
J19_1001000408,0
M1_B003191,0
I4_B001617,0
I13_1001000408,0
C7_1001000409,0
I2_B000280,0
H3_B002074,0
I13_B002074,0
D17_B003112,0
K11_B001556,0
L22_B001617,0
